1	Cc1cc(-c2ccco2)cc(C(=O)NNS(=O)(=O)c2ccccc2)c1F	CHEMBL4571483	LLSZZONYYVUDJE-UHFFFAOYSA-N
1	CCOc1cc(C)cc(C(=O)NNS(=O)(=O)c2cccc(C)c2F)c1	CHEMBL4449214	AUQLDYWEWXWKSF-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1C(F)(F)F)c1ccccc1F	CHEMBL4589336	RCIVRYLPIIXIEX-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1	CHEMBL4521188	CAPZQQMBLBZNIE-UHFFFAOYSA-N
-1	COc1cccc(S(=O)(=O)NNC(=O)c2ccccc2F)c1	CHEMBL4444868	VSGWDGYXJHPUFE-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2ccccc2F)c(F)c(-n2cccn2)c1	CHEMBL4576670	SZRYBPQFHMFABP-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccc2ccccc2c1)c1ccc(Cl)cc1	CHEMBL4465383	BBCOOXLYUYMTLS-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(-c2ccccn2)c1	CHEMBL4437534	JFMOGUHGUYVDEE-UHFFFAOYSA-N
1	CCOc1cc(C)cc(C(=O)NNS(=O)(=O)c2cc(C)ccc2F)c1	CHEMBL4471809	UVPUBVINSZZWFB-UHFFFAOYSA-N
1	COc1cccc(S(=O)(=O)NNC(=O)c2cc(F)cc(-n3cccn3)c2)c1F	CHEMBL4554281	QEHDCKLHHLECPW-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2cccc(F)c2F)cc(-n2cccn2)c1	CHEMBL4562799	GTAJEOXGGAMFAK-UHFFFAOYSA-N
1	CCOc1cc(C)cc(C(=O)NNS(=O)(=O)c2cccc(F)c2F)c1	CHEMBL4536734	ZMDHNQLJTCNXLJ-UHFFFAOYSA-N
-1	CC(C)c1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4585031	PBPWDVOISWMRMQ-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2cc(O)ccc2F)cc(-n2cccn2)c1	CHEMBL4444785	TTWDEXORYADWOL-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1)c1ccnc(-c2ccccc2)c1	CHEMBL4516335	VYXRRWHTTNKTPJ-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2ccccc2F)cc(-n2cc(F)cn2)c1	CHEMBL4526110	UNMZAHVTHHPJGH-UHFFFAOYSA-N
1	COc1ccc(S(=O)(=O)NNC(=O)c2cc(F)cc(-n3cccn3)c2)c(F)c1	CHEMBL4585890	IKPGKEYLFPWBJY-UHFFFAOYSA-N
1	Cc1ccn(-c2cc(C)c(F)c(C(=O)NNS(=O)(=O)c3ccccc3)c2)n1	CHEMBL4561274	YTAZYASFLLTLPW-UHFFFAOYSA-N
1	CCCOc1cccc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4578978	UBSNOZIJIAXKQJ-UHFFFAOYSA-N
1	Cc1ccnn1-c1cc(F)cc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4446616	ZTRQBAJKNJVAJV-UHFFFAOYSA-N
1	Cc1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1F	CHEMBL4440486	MYZWCXLTINAPJU-UHFFFAOYSA-N
-1	N#Cc1cccc(S(=O)(=O)NNC(=O)c2ccccc2F)c1	CHEMBL4470779	BYTOBZVHYBPESF-UHFFFAOYSA-N
1	Cc1cc(-n2cccn2)cc(C(=O)NNS(=O)(=O)c2ccccc2)c1F	CHEMBL4581401	HKELVRVKFVSBKX-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(OC(F)(F)F)c1	CHEMBL4460686	PPXVCERFUYRSNV-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1cccc(Cl)c1)c1ccccc1F	CHEMBL4475760	OSPDCWDTMCBZSL-UHFFFAOYSA-N
1	CCOCc1cc(C)c(F)c(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4554392	SMOWDHHBGOYEOK-UHFFFAOYSA-N
1	COc1cc(C(=O)NNS(=O)(=O)c2ccccc2F)cc(-n2cccn2)c1	CHEMBL4465716	UKQVBNRMTJFTJZ-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cccc(I)c1	CHEMBL4464519	WRILZXKUOHKYFI-UHFFFAOYSA-N
-1	N#Cc1ccc(-c2cccc(C(=O)NNS(=O)(=O)c3ccccc3)c2)cc1	CHEMBL4442399	YPNUOSMEYDUYCX-UHFFFAOYSA-N
1	CCCOc1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4460681	BDXXRZDGQSFVMM-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(-c2ncccn2)c1	CHEMBL4561694	IITFYBBDFUPGPH-UHFFFAOYSA-N
1	CC(C)Oc1ccc(F)c(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4474916	SYMKCFZAKBFWFY-UHFFFAOYSA-N
1	Nc1cccc(S(=O)(=O)NNC(=O)c2ccccc2F)c1	CHEMBL4525503	LIWSJGNOOOQKKY-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2cccc(C)c2F)cc(-n2cccn2)c1	CHEMBL4589194	ZKJKLIXSBWZAQA-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2ccccc2F)cc(-c2ccccn2)c1	CHEMBL4539384	MFQSCAYVMNLHQE-UHFFFAOYSA-N
1	Cc1cc(OCC2CC2)cc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4588326	NAMQPGRPBJYCKX-UHFFFAOYSA-N
1	COc1ccc(S(=O)(=O)NNC(=O)c2cc(F)cc(-c3ccccc3)c2)c(F)c1	CHEMBL4444115	VECMJTLGSLRNGS-UHFFFAOYSA-N
-1	COc1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL2142778	JTDNXIFAMDFYHZ-UHFFFAOYSA-N
-1	Cc1ccccc1S(=O)(=O)NNC(=O)c1ccccc1F	CHEMBL4570225	ZNWQQJQDOUSWHH-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2ccccc2F)cc(-c2ccco2)c1	CHEMBL4458272	ZKGQTSHJCCJMGL-UHFFFAOYSA-N
1	COc1ccc(F)c(S(=O)(=O)NNC(=O)c2cc(C)cc(-n3cccn3)c2)c1	CHEMBL4571175	UCGHYWPISLLWEO-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(F)c1	CHEMBL1587427	VNRXRSLCHAZSDI-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(-c2ccccc2)c1	CHEMBL4562274	HWMDJNJNDQETFD-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1cc(O)ccc1F)c1cc(F)cc(-n2cccn2)c1	CHEMBL4445456	YWHWWSGHIUDZPG-UHFFFAOYSA-N
-1	Cc1cccc(C(=O)NNS(=O)(=O)c2ccc3ccccc3c2)c1	CHEMBL4568429	VCHSTNXFNJXQBW-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccc2ccccc2c1)c1cccc(C(F)(F)F)c1	CHEMBL4520502	LTMDQJVIRSYGBF-UHFFFAOYSA-N
-1	CCCc1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4456194	LWSCADIMODECHV-UHFFFAOYSA-N
1	C=CCOc1cc(C)cc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4518462	JBTHWCHOXLAVER-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2ccccc2)cc(-c2ncccn2)c1	CHEMBL4455764	HONXSTAYUJBSRN-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2cc(C)ccc2F)cc(-n2cccn2)c1	CHEMBL4446274	BNLJVKKAMCYUIJ-UHFFFAOYSA-N
1	CC(C)Oc1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4439103	PKVCHAKXMMUDIM-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(-c2cccc(F)c2)c1	CHEMBL4443846	PVEMDDFCXVUNBW-UHFFFAOYSA-N
-1	CCOc1cccc(C(=O)NNS(=O)(=O)c2c(F)cccc2OC)c1	CHEMBL4564427	KVTGQVGSGVQQRT-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2cccc[n+]2[O-])c1	CHEMBL4545072	YSCHUKONSJPIHK-UHFFFAOYSA-N
1	CCc1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1F	CHEMBL4548248	QTLCFFZWTPAHDB-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(-c2ccc(Cl)cc2)c1	CHEMBL4453537	YDMOXQFXDKRCSO-UHFFFAOYSA-N
1	Cc1ccn(-c2cccc(C(=O)NNS(=O)(=O)c3ccccc3F)c2)n1	CHEMBL4588945	DNVVOKHMOKZZST-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2ccccc2F)cc(-n2ccc(C)n2)c1	CHEMBL4475883	USVALIHIXAHAJF-UHFFFAOYSA-N
1	Cc1cc(OC2CC2)cc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4559662	FXILVOXYEKNSFB-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2ccccc2F)cc(-c2ncccn2)c1	CHEMBL4441439	QORMSQKMFQXSEN-UHFFFAOYSA-N
-1	Cc1ccc(C(=O)NNS(=O)(=O)c2ccc3ccccc3c2)cc1	CHEMBL4467509	HIAMLTQPZXRPPI-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-n2cccn2)c1	CHEMBL4464911	QWXYCBJVEKGULU-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cccc(-n2cccn2)c1	CHEMBL4451170	RTAIDSNRSGJQHT-UHFFFAOYSA-N
-1	CC(C)c1cccc(C(=O)NNS(=O)(=O)c2ccc3ccccc3c2)c1	CHEMBL4473757	CHIUGXJKWXLUME-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cccc(-c2ccccn2)c1	CHEMBL4466823	PRTDNKNAAGIWOD-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(-c2cccc(Cl)c2)c1	CHEMBL4542711	KTDITGVVSKROQF-UHFFFAOYSA-N
1	CCCOc1cccc(C(=O)NNS(=O)(=O)c2ccc3ccccc3c2)c1	CHEMBL4445917	LBOUTYQAWHOGBB-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cc(-c2ncccn2)ccc1F	CHEMBL4475957	QSBBVGXUWABZDC-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1cccc(O)c1F)c1cc(F)cc(-c2ccccc2)c1	CHEMBL4552095	IWFLLEGBETVBKZ-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cccc(-c2ncon2)c1	CHEMBL4553520	UULWLEVWXMTOOI-UHFFFAOYSA-N
1	CC(C)Oc1cccc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4468268	QQAFPWRURJHLAJ-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(-n2cccn2)c1	CHEMBL4471104	DCWFWGVVBKRGHL-UHFFFAOYSA-N
-1	Cc1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4470247	LJXJTYJWLJNBDI-UHFFFAOYSA-N
-1	N#Cc1cccc(-c2cccc(C(=O)NNS(=O)(=O)c3ccccc3)c2)c1	CHEMBL4466290	PELGKYNBWJWSFW-UHFFFAOYSA-N
1	COc1cc(OC(C)C)cc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4467522	YNTZZIQZRUVKNU-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cc(-c2ccco2)ccc1F	CHEMBL4540514	XBFLBCHOWLHNDV-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cccc(-c2ccsc2)c1	CHEMBL4541948	MGBWUABPWICTMN-UHFFFAOYSA-N
1	Cc1cc(-n2nccc2C)cc(C(=O)NNS(=O)(=O)c2ccccc2)c1F	CHEMBL4517015	MFSVCYZNHWGFDM-UHFFFAOYSA-N
1	C=CCOc1ccc(F)c(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4437223	HGMLSPGVTOYLLX-UHFFFAOYSA-N
-1	NC(=O)c1ccc(S(=O)(=O)NNC(=O)c2ccccc2F)cc1	CHEMBL4475696	LUNBFLFVKZCQRY-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2ccccc2F)c(F)c(-c2ccccn2)c1	CHEMBL4464974	YZLKUOYGMDRYOD-UHFFFAOYSA-N
-1	N#Cc1cccc(C(=O)NNS(=O)(=O)c2ccc3ccccc3c2)c1	CHEMBL4589836	XPRBRTPSMNDVQB-UHFFFAOYSA-N
1	C=CCOc1cccc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4450971	IIQYUKXHRIQSTO-UHFFFAOYSA-N
-1	CCc1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4529837	QZCDNQJOICYFFN-UHFFFAOYSA-N
1	C=CCOc1cc(F)cc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4455027	VVRDAFPGNYAGFV-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cc(F)cc(-n2cccn2)c1	CHEMBL4581040	LVFYEEZMQSEAQM-UHFFFAOYSA-N
1	CCOc1cccc(C(=O)NNS(=O)(=O)c2cc(OC)ccc2F)c1	CHEMBL4471477	SPTYDEORGQDHRP-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1	CHEMBL4456585	QLXULUNLCRKWRD-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1)c1cncc(-c2ccccc2)c1	CHEMBL4463217	GSTUIJXFPBFFKN-UHFFFAOYSA-N
-1	COc1ccccc1-c1cccc(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4514005	FTDUQMIUXNRVQM-UHFFFAOYSA-N
1	CCCOc1cc(F)cc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4453580	HZQDBKLKPICXSR-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cc(Cl)cc(-c2ccccc2)c1F	CHEMBL4593500	MLUABCJSDARDPO-UHFFFAOYSA-N
-1	CCOc1cccc(C(=O)NNS(=O)(=O)c2cccc(Br)c2F)c1	CHEMBL4529138	SMASDRJSIHVQOV-UHFFFAOYSA-N
-1	COc1ccccc1S(=O)(=O)NNC(=O)c1ccccc1F	CHEMBL4469893	OURUFNJGIAJCBQ-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cc(-c2ccccn2)ccc1F	CHEMBL4581333	QAMFWPQHAVTOFD-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccc2ccccc2c1)c1cccc(Cl)c1F	CHEMBL4473722	SQSCMNYNKQNGTI-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2cccc(O)c2F)cc(-n2cccn2)c1	CHEMBL4590827	CZCYHWRIOVFXFU-UHFFFAOYSA-N
1	CCCc1cccc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4525271	OEXABQQSXVLXCB-UHFFFAOYSA-N
1	CCOc1cc(C)cc(C(=O)NNS(=O)(=O)c2cc(F)ccc2F)c1	CHEMBL4462661	FZGJHUXCXFCXOZ-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(Cl)c1F	CHEMBL4442753	MEYVOIWMDCNRFA-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cccc(-c2ccco2)c1	CHEMBL4572653	UHRYWWFKPZVYSQ-UHFFFAOYSA-N
1	CCOCc1cc(C)cc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4530056	JRPRFHKTWTUXLH-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cccc(-n2cc(F)cn2)c1	CHEMBL4439337	HKDHQUPSXZZMKS-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cc(Cl)cc(-c2ccco2)c1	CHEMBL4437798	MHNUREBSFDBCDM-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1F)c1cccc(-c2ccnnc2)c1	CHEMBL4443608	IYJCQGVCILJSKH-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1)c1ccccc1	CHEMBL4555977	PYRRHWMYQYFFSN-UHFFFAOYSA-N
-1	Nc1cccc(C(=O)NNS(=O)(=O)c2ccc3ccccc3c2)c1	CHEMBL4546246	OCIQTHRWJVZLRJ-UHFFFAOYSA-N
1	Cc1ccn(-c2cc(F)cc(C(=O)NNS(=O)(=O)c3ccccc3F)c2)n1	CHEMBL4456874	LHSITODGOANROC-UHFFFAOYSA-N
-1	Cc1ccccc1C(=O)NNS(=O)(=O)c1ccc2ccccc2c1	CHEMBL4560596	OCNWUVBXRWABDY-UHFFFAOYSA-N
1	Cc1cc(OC(C)C)cc(C(=O)NNS(=O)(=O)c2ccccc2)c1F	CHEMBL4513861	REQXSAOLNCUPGK-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(-c2cscn2)c1	CHEMBL4450582	DBTYFKHMIUGZMN-UHFFFAOYSA-N
1	C=CCOc1cc(C)c(F)c(C(=O)NNS(=O)(=O)c2ccccc2)c1	CHEMBL4464572	FEYQZXJYMGGAIM-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccc2ccccc2c1)c1cccc(C(F)(F)F)c1F	CHEMBL4476153	RAFCARAEYQPGRJ-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(Oc2ccccc2)c1	CHEMBL4473538	QMIZJTVJOIRZRA-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(-c2nccs2)c1	CHEMBL4461279	IQROWSLANHLLAE-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-n2nccn2)c1	CHEMBL4521125	KSEFUXHSWZTOQE-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(-c2ccsc2)c1	CHEMBL4544946	LUAAERUIRSDRHS-UHFFFAOYSA-N
-1	CC(C)c1ccc(S(=O)(=O)NNC(=O)c2ccccc2F)cc1	CHEMBL4444025	DTHASVYKTRUVID-UHFFFAOYSA-N
1	CCOc1cc(F)cc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4569652	FWYWUTXQUHPTTP-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cccc(-c2cccs2)c1	CHEMBL4454163	RVOGHDDWFPQPEZ-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1F)c1cncc(-c2ccccc2)c1	CHEMBL4455968	VOEGDGRBMOOUFG-UHFFFAOYSA-N
1	Cc1cc(-c2ncccn2)cc(C(=O)NNS(=O)(=O)c2ccccc2)c1F	CHEMBL4449359	ZEILGPBOAJFIRQ-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccc(F)cc1)c1ccccc1F	CHEMBL1705311	GNBPNTUUKIHSOK-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1)c1cccc(OC2CCCC2)c1	CHEMBL4475994	NMMIEPGFDDMZMV-UHFFFAOYSA-N
1	Cc1cnn(-c2cc(F)cc(C(=O)NNS(=O)(=O)c3ccccc3F)c2)c1	CHEMBL4441001	KOLBMXZYRGTUOX-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2ccccc2F)cc(-n2cccn2)c1	CHEMBL4454507	YJGVKIBCVOPDDD-UHFFFAOYSA-N
1	CCOc1cccc(C(=O)NNS(=O)(=O)c2cc(Br)ccc2F)c1	CHEMBL4559264	NMGXRPUNWOWJGO-UHFFFAOYSA-N
-1	O=C(NNS(=O)(=O)c1ccccc1F)c1ccnc(-c2ccccc2)c1	CHEMBL4545831	XMKKNNBRFGQVKU-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccc(O)cc1F)c1cc(F)cc(-c2ccccc2)c1	CHEMBL4539347	GRFNFFJXUDEZCW-UHFFFAOYSA-N
1	Cc1cc(C(=O)NNS(=O)(=O)c2ccc(C)cc2F)cc(-n2cccn2)c1	CHEMBL4551030	ROFFEWNSOZIBCR-UHFFFAOYSA-N
1	O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(OCC2CC2)c1	CHEMBL4590077	CYDXUZBTSCPXFN-UHFFFAOYSA-N
1	Cc1cc(OC(C)C)cc(C(=O)NNS(=O)(=O)c2ccccc2F)c1	CHEMBL4449163	VXXGIGYHRDFKMV-UHFFFAOYSA-N
